,id,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
3060,2293,24,2,4673,11,8,2,0,5,4,0,0,0,39,38
2271,1716,54,5,1715,11,8,2,2,0,2,1,0,0,39,38
5257,3908,34,2,9142,10,15,2,3,0,4,1,96,0,77,38
11476,8561,10,2,4896,1,6,4,2,1,4,1,0,0,39,38
11835,8832,23,2,5673,9,12,2,12,0,4,1,0,0,39,38
7057,5262,42,2,286,8,10,0,9,1,4,0,0,0,35,38
14615,10918,11,2,4392,11,8,2,4,0,4,1,0,0,49,38
13246,9880,26,2,1778,12,13,4,3,1,4,0,0,0,44,38
10999,8214,5,2,5427,11,8,4,0,4,4,0,0,0,39,38
6337,4728,19,2,359,7,11,0,7,4,4,0,0,0,36,38
13377,9980,6,2,6970,15,9,4,7,1,4,1,0,0,19,38
11652,8698,25,4,490,11,8,2,4,0,4,1,0,0,87,38
5316,3957,16,2,7403,15,9,4,11,1,4,1,0,0,49,38
3120,2339,11,2,241,11,8,4,5,2,4,1,0,0,59,38
5481,4083,49,1,4731,11,8,2,3,0,4,1,49,0,19,38
15898,11452,24,2,4244,11,8,2,6,5,2,0,0,0,39,38
3017,2261,1,2,8633,0,5,4,4,3,4,1,0,0,35,38
13360,9969,1,2,2084,15,9,4,11,3,4,0,0,0,29,38
366,271,15,2,3982,12,13,4,9,1,4,0,0,0,19,38
10925,8159,9,2,4051,11,8,2,11,0,4,1,0,0,39,38
9460,7069,19,2,7314,3,1,4,7,2,3,0,0,0,39,7
12436,9286,16,2,6368,11,8,2,3,0,2,1,0,0,49,38
3604,2707,15,2,8375,9,12,2,9,0,4,1,96,0,49,38
6885,5140,14,2,9229,5,3,2,5,0,4,1,0,0,39,38
8237,6156,6,3,5887,9,12,4,0,3,4,0,0,0,34,38
1712,1287,17,2,1223,14,14,4,3,3,4,1,0,0,49,38
11542,8613,33,2,1812,11,8,2,3,0,4,1,0,38,39,38
17157,11673,13,2,8108,11,8,4,7,1,4,1,0,0,49,38
7071,5273,24,4,3763,15,9,2,3,0,4,1,0,0,39,38
9412,7030,20,1,8952,15,9,2,2,0,4,1,69,0,39,38
13802,10305,15,2,9276,2,7,2,11,0,4,1,0,0,39,38
15918,11455,24,2,6141,11,8,2,13,0,4,1,0,0,44,38
5149,3832,10,3,5493,11,8,4,11,1,4,1,0,0,49,38
1946,1470,5,2,1095,11,8,4,0,3,4,0,0,0,39,38
7295,5434,18,2,634,11,8,4,7,1,2,0,0,0,39,38
7698,5733,23,2,5215,11,8,0,7,1,4,0,0,0,34,38
10321,7702,42,5,5097,12,13,2,9,0,4,1,0,0,49,38
14103,10533,4,2,6852,11,8,4,6,3,4,1,0,0,29,38
7399,5518,20,2,5276,9,12,5,3,4,2,0,0,0,39,38
6487,4835,14,4,7895,11,8,2,2,0,4,1,0,0,44,38
1637,1231,15,2,6813,9,12,2,11,0,4,1,0,0,44,38
3789,2838,34,2,2185,15,9,0,3,4,4,0,0,0,39,38
11897,8881,25,4,1213,15,9,2,3,0,4,1,0,0,54,38
8015,5985,21,2,6165,11,8,2,2,0,4,1,0,0,39,38
521,391,3,2,2402,15,9,4,3,3,4,1,0,0,39,38
3342,2507,22,2,6498,14,14,0,3,1,4,1,0,0,49,38
1981,1496,15,2,8499,12,13,4,11,3,2,1,0,0,39,38
3508,2632,22,1,7067,12,13,0,9,1,2,1,0,0,39,5
7721,5752,25,2,7140,5,3,4,5,1,2,1,0,51,39,38
14310,10681,18,2,7131,11,8,4,11,1,4,1,65,0,39,38
4010,3000,16,2,7433,15,9,4,7,1,4,1,0,0,34,38
17473,11726,22,2,1985,11,8,2,9,0,4,1,0,0,44,38
13419,10012,26,2,6552,11,8,0,3,4,4,0,0,0,39,38
5079,3779,32,2,3826,9,12,2,9,5,4,0,104,0,19,38
10764,8039,16,2,6851,11,8,2,2,0,4,1,0,0,49,38
9220,6886,31,2,4467,12,13,2,9,0,4,1,0,0,39,7
16587,11576,19,4,9579,9,12,2,13,0,2,1,0,0,47,38
4491,3336,17,2,815,1,6,4,13,4,4,1,0,0,39,38
12418,9272,27,3,1031,9,12,2,2,0,4,1,0,0,49,38
1374,1030,19,5,447,11,8,2,10,0,4,1,0,0,47,38
11904,8887,8,2,7469,9,12,4,3,1,4,1,0,0,49,38
14412,10756,13,2,6292,9,12,4,9,3,4,0,0,0,39,38
12755,9520,33,2,6107,12,13,2,3,0,4,1,0,0,64,38
5890,4390,23,2,7751,11,8,2,6,0,4,1,0,0,39,38
13903,10380,28,2,5825,8,10,0,3,1,4,0,0,0,43,38
1069,803,2,2,7764,11,8,4,7,3,4,0,0,0,14,38
10525,7860,11,2,2289,9,12,2,9,0,4,1,0,0,39,38
8587,6418,5,2,2385,9,12,4,0,1,4,0,0,0,34,38
9191,6863,46,2,6041,11,8,2,6,0,2,1,0,0,39,38
10619,7931,14,2,2394,11,8,4,2,1,4,1,0,0,44,38
12820,9567,21,2,567,15,9,5,7,1,4,0,63,0,69,38
4823,3594,37,4,4199,11,8,2,11,0,4,1,0,0,39,38
9808,7334,42,4,5185,9,12,6,9,1,4,0,0,0,49,38
14254,10646,4,2,9007,11,8,4,11,3,2,1,0,0,39,38
6590,4919,41,2,5127,9,12,4,9,1,4,0,0,0,61,1
6987,5211,22,2,8005,10,15,2,3,0,4,1,0,0,44,38
162,116,17,2,2524,15,9,0,0,1,4,0,0,0,49,38
10333,7710,11,2,2351,9,12,4,3,1,4,0,0,0,59,38
4245,3172,23,2,5020,11,8,5,6,4,4,1,0,0,39,38
8302,6203,20,3,5098,11,8,2,11,0,4,1,83,0,59,38
11230,8378,44,2,1483,11,8,2,0,0,4,1,0,0,2,38
14611,10916,40,2,6087,11,8,5,6,1,4,1,21,0,39,4
6621,4944,14,2,476,11,8,2,2,0,4,1,0,0,19,38
15241,11331,48,4,2441,1,6,2,3,0,4,1,87,0,58,38
10797,8064,37,3,2663,9,12,2,3,0,4,1,0,0,39,38
1259,948,12,2,9286,11,8,4,6,1,4,1,0,0,47,38
1682,1263,17,1,2969,11,8,2,7,5,4,0,0,30,34,38
2143,1623,5,5,644,15,9,2,7,0,4,1,0,0,24,38
11926,8905,25,2,579,9,12,2,11,0,4,1,0,0,59,38
9064,6773,30,4,2960,11,8,3,2,1,4,1,0,0,39,38
14857,11104,9,2,1775,11,8,4,6,4,4,1,72,0,39,38
5961,4444,15,5,9505,12,13,4,9,1,4,1,0,0,9,38
13806,10308,15,2,5220,11,8,4,6,1,4,1,0,0,39,38
8076,6038,30,2,8713,15,9,2,6,0,1,1,43,0,39,29
3775,2828,13,2,9179,15,9,0,0,1,4,0,0,0,44,38
6368,4745,11,2,6763,11,8,4,13,1,4,0,0,0,39,38
7939,5923,32,2,953,12,13,2,3,0,4,1,96,0,49,38
766,574,19,2,9374,11,8,2,11,0,4,1,0,0,49,38
2850,2130,3,2,6760,15,9,4,11,1,4,0,0,0,55,38
16820,11619,23,2,6380,9,12,3,13,3,3,1,0,0,44,38
10608,7924,24,2,5480,11,8,2,2,0,4,1,0,12,39,38
10036,7498,11,2,4615,9,12,2,2,0,4,1,0,0,44,38
5635,4198,11,2,2612,15,9,4,12,1,4,0,66,0,39,38
12809,9558,8,2,1033,15,9,4,11,3,4,0,0,0,39,38
10543,7871,21,1,447,11,8,2,10,0,4,1,0,0,39,38
11184,8341,27,5,1666,9,12,2,9,0,0,1,0,0,37,38
12514,9345,31,5,8861,11,8,2,10,0,4,1,0,0,69,38
10072,7521,26,5,2794,12,13,2,3,0,4,1,0,0,39,38
11153,8317,29,0,5550,15,9,5,0,4,4,0,0,0,39,38
8995,6727,42,2,6572,0,5,6,7,2,1,0,0,0,39,29
11346,8461,41,1,6628,11,8,2,7,0,4,1,0,0,39,38
9072,6780,37,2,2608,15,9,2,2,0,4,1,0,0,39,38
5007,3728,21,5,8505,10,15,2,9,0,4,1,0,0,39,38
3879,2906,23,2,5421,9,12,2,0,0,4,1,0,0,39,38
9147,6836,12,2,4013,15,9,4,5,2,4,1,0,0,39,38
751,562,6,2,1834,15,9,0,7,3,4,0,0,0,23,38
8982,6718,27,1,3311,12,13,4,9,1,4,0,0,0,39,38
9955,7442,8,2,7501,1,6,2,2,0,4,1,0,0,49,38
8235,6154,2,2,4306,15,9,4,7,3,4,1,0,0,19,38
12266,9159,29,1,3133,12,13,0,9,1,4,0,86,0,54,38
1233,933,15,2,7358,7,11,4,0,1,4,0,0,0,44,38
2121,1604,57,4,8092,9,12,2,3,0,4,1,0,34,11,38
15066,11261,37,4,1268,8,10,2,12,2,4,0,0,0,9,38
14701,10988,21,2,4740,7,11,0,2,1,4,1,0,0,39,38
14834,11087,38,2,5481,11,8,6,0,1,4,0,0,0,39,38
10890,8133,30,2,7577,11,8,3,2,1,2,0,0,0,39,38
8559,6400,39,2,1560,0,5,0,2,1,4,1,0,0,44,38
13421,10014,4,2,8219,15,9,4,11,3,4,0,0,19,21,38
13446,10030,13,2,2113,11,8,0,0,3,4,0,0,0,39,38
13272,9901,11,2,7733,0,5,2,5,0,4,1,0,0,29,25
14002,10457,1,2,1295,5,3,4,6,3,4,1,0,0,39,38
3623,2721,21,2,8854,12,13,4,0,1,4,0,0,0,49,21
13483,10058,10,2,4713,11,8,2,13,0,4,1,0,0,39,38
6929,5170,25,2,4602,12,13,4,3,1,4,1,0,0,39,38
7622,5667,23,3,4544,11,8,4,11,1,4,1,0,0,50,38
8160,6095,17,2,7156,9,12,4,11,1,4,1,0,0,39,38
5493,4093,15,2,4064,9,12,0,6,1,4,0,0,18,41,38
4627,3438,29,2,8861,7,11,4,0,1,4,1,0,0,39,38
7020,5236,5,2,6837,0,5,4,13,3,4,1,0,0,24,38
13517,10078,6,2,4090,15,9,4,3,3,3,0,0,0,39,38
6755,5039,6,2,7513,0,5,4,2,1,4,1,0,0,39,38
276,197,13,2,2278,9,12,4,0,2,4,1,0,0,39,38
3238,2430,21,2,5453,11,8,0,2,4,4,1,0,0,39,38
10840,8096,4,2,4030,15,9,4,8,3,4,0,0,0,39,38
4860,3622,37,2,4367,11,8,2,13,0,4,1,0,45,49,38
1053,788,16,2,3585,15,9,4,3,1,4,1,0,0,44,38
10297,7684,11,2,1162,14,14,4,9,1,4,1,0,0,54,38
10269,7662,41,1,8347,0,5,2,13,0,4,1,0,0,39,38
15151,11307,29,3,8568,9,12,2,11,0,4,1,0,38,41,38
15780,11428,21,4,9259,11,8,2,6,0,4,1,0,0,68,38
565,422,18,4,1639,9,12,2,9,0,4,1,0,0,39,38
2149,1626,35,1,3579,15,9,2,2,0,4,1,0,0,39,38
2272,1717,47,2,9059,15,9,6,0,4,4,0,0,0,11,38
9274,6922,6,1,3942,9,12,4,9,3,1,0,0,0,34,2
4444,3302,13,4,9211,11,8,2,9,0,4,1,0,40,14,38
2234,1689,29,2,1090,6,4,2,6,0,4,1,0,0,42,38
5671,4224,20,2,5114,11,8,4,11,4,4,1,0,0,39,38
4027,3012,27,4,4743,11,8,2,3,0,4,1,0,40,44,38
1303,982,42,0,45,11,8,2,11,5,4,0,0,0,39,38
427,316,19,2,2785,0,5,2,2,0,4,1,0,0,39,38
11452,8545,3,2,7918,15,9,4,5,2,4,1,0,0,19,38
1231,931,24,2,2353,11,8,0,2,1,4,1,92,0,43,38
10910,8149,15,4,7632,9,12,0,3,4,2,0,0,0,29,38
16048,11479,11,2,3482,1,6,4,2,1,4,1,0,0,39,38
13249,9883,28,3,2509,11,8,2,2,0,4,1,0,0,49,38
8719,6523,14,2,7003,11,8,2,2,0,4,1,0,0,59,38
13865,10351,34,2,8627,11,8,2,2,0,4,1,0,0,39,38
17162,11675,15,2,2447,9,12,2,0,5,4,0,0,0,34,38
13409,10005,14,2,3101,11,8,0,11,4,4,0,0,0,24,38
777,582,5,2,5774,15,9,4,6,3,4,1,0,0,24,38
1066,800,12,2,8068,7,11,4,8,1,4,0,0,0,49,38
1656,1245,34,3,1714,10,15,2,9,0,4,1,96,0,39,38
10032,7495,31,2,1101,11,8,2,0,5,4,0,0,0,39,10
4259,3184,13,2,9037,11,8,4,5,2,4,1,0,0,39,38
10051,7507,29,2,5550,11,8,3,6,1,4,0,0,0,39,3
13987,10447,1,2,77,11,8,4,7,1,4,1,0,0,24,38
14616,10919,6,2,5544,9,12,4,9,1,1,1,0,0,54,20
5246,3900,7,3,9465,11,8,4,7,1,2,1,92,0,49,38
9843,7359,25,2,5836,15,9,2,11,0,4,1,0,0,39,38
8148,6086,25,0,2705,15,9,2,13,0,2,1,0,0,39,38
4885,3639,3,2,7193,11,8,4,0,3,2,0,0,0,39,38
4582,3403,6,2,9343,15,9,2,6,0,4,1,0,0,39,38
4171,3115,9,2,2972,11,8,4,6,2,4,1,0,0,39,38
7474,5571,10,2,3031,9,12,2,11,0,4,1,0,0,49,38
8364,6247,11,2,9361,9,12,2,12,0,4,1,0,0,39,38
3884,2909,3,2,9166,15,9,4,11,1,4,0,0,0,39,38
3671,2753,19,2,7672,9,12,2,3,0,4,1,0,0,49,38
8036,6003,22,2,3868,11,8,0,6,4,4,1,42,0,39,38
13164,9817,27,2,590,11,8,2,4,0,4,1,0,0,68,38
14118,10546,4,2,9237,11,8,4,2,1,4,1,0,0,39,12
1091,823,15,4,915,11,8,0,3,4,4,0,0,0,39,38
7360,5488,33,2,7688,9,12,2,3,0,4,1,0,0,59,38
13228,9866,4,2,3474,7,11,4,11,3,4,1,0,0,39,38
4005,2996,45,2,1573,11,8,4,2,1,4,1,0,0,39,38
10661,7965,21,4,8901,6,4,0,2,1,4,1,0,0,39,38
4595,3413,25,2,7908,6,4,2,13,0,4,1,0,0,39,38
17250,11692,33,2,4581,9,12,2,3,0,4,1,0,0,39,38
7637,5680,37,2,1621,5,3,2,2,0,4,1,0,0,39,38
9126,6822,1,2,5899,1,6,4,11,3,4,0,0,0,9,38
4566,3391,32,2,2761,11,8,2,11,0,4,1,0,0,59,38
14863,11108,8,2,4675,11,8,2,13,0,4,1,0,0,39,38
2488,1875,39,2,1740,11,8,2,11,5,4,0,0,0,49,38
3125,2342,30,2,7652,11,8,2,13,0,4,1,0,0,54,38
4097,3063,23,2,3497,9,12,2,0,0,4,1,0,0,39,38
6567,4902,27,2,8155,12,13,2,3,0,4,1,0,0,39,38
8008,5980,9,2,3075,2,7,4,2,2,3,1,0,0,47,12
7170,5349,46,2,1020,11,8,2,13,5,1,0,0,0,19,38
1397,1048,18,2,5525,5,3,0,12,4,4,0,0,0,39,38
16189,11503,18,2,3577,15,9,2,10,0,2,1,0,0,39,38
8172,6105,25,5,484,12,13,4,9,1,4,1,0,0,68,38
3708,2779,13,2,5120,10,15,2,9,0,4,1,69,0,72,38
2257,1704,23,2,6886,11,8,0,3,4,4,0,0,0,39,38
9560,7147,28,2,5526,15,9,2,2,0,4,1,0,0,39,38
6379,4752,13,2,8891,10,15,4,9,3,4,1,0,0,19,38
9112,6816,21,2,4440,11,8,2,2,0,4,1,0,0,44,38
2363,1783,28,5,3630,11,8,0,3,4,4,0,0,0,37,38
1777,1335,46,2,2017,15,9,2,2,0,4,1,90,0,44,38
7086,5285,23,3,3746,12,13,2,3,5,4,0,96,0,29,19
2762,2066,26,5,2293,11,8,0,12,1,4,0,0,0,39,38
7217,5384,32,4,2110,15,9,2,2,0,4,1,0,0,49,38
6961,5192,33,1,3993,9,12,2,10,0,4,1,0,0,43,38
6844,5112,29,2,7576,15,9,2,4,5,4,0,0,0,19,38
1418,1064,15,1,4680,11,8,2,10,0,4,1,0,0,42,38
2672,2000,11,2,6158,15,9,0,12,1,4,1,0,0,23,38
3445,2580,39,2,6797,11,8,0,0,1,4,0,0,0,39,38
1964,1483,9,2,4126,2,7,4,5,3,4,1,0,0,39,38
9823,7347,22,3,4182,11,8,2,3,0,4,1,0,0,68,38
4226,3157,34,2,29,12,13,2,9,0,4,1,0,38,59,38
14360,10717,10,2,1513,8,10,0,6,1,4,1,0,0,39,38
6582,4913,2,2,8520,15,9,4,5,3,4,1,0,0,19,38
3487,2615,16,2,1721,0,5,5,5,1,4,1,0,0,39,38
5360,3991,16,2,8133,9,12,4,9,1,2,1,0,0,49,38
3809,2853,14,2,8975,7,11,4,9,1,1,1,0,0,39,38
5963,4446,2,2,8349,15,9,4,13,3,4,1,0,0,29,38
9858,7370,25,2,8967,12,13,4,3,1,4,0,63,0,39,38
13515,10076,27,4,4333,15,9,0,6,1,4,1,0,51,34,38
2986,2233,0,2,8771,0,5,4,7,3,4,1,0,0,39,38
13920,10393,11,1,5065,15,9,2,10,0,4,1,0,0,47,38
9233,6894,31,2,6144,11,8,4,7,1,4,0,0,0,31,3
6592,4921,2,2,6211,15,9,4,11,3,4,0,0,0,14,38
14681,10971,11,2,5517,15,9,2,0,3,4,0,0,0,39,38
3525,2647,34,2,4962,8,10,5,9,4,4,0,0,0,39,38
12854,9596,16,3,8049,11,8,4,7,4,1,1,0,0,39,39
15436,11370,9,2,6745,9,12,4,13,4,1,1,0,0,39,38
14390,10742,3,2,6593,4,2,3,4,2,4,1,0,0,39,25
12358,9220,22,2,5960,7,11,2,0,5,4,0,0,0,24,38
5607,4181,42,2,7852,0,5,2,13,0,4,1,0,0,39,32
1048,784,29,5,17,9,12,4,3,1,4,1,0,0,44,38
1199,906,46,2,445,0,5,6,7,1,4,0,0,0,30,38
4322,3227,22,2,5090,12,13,2,9,0,4,1,0,35,49,38
13792,10296,5,2,6945,11,8,0,5,3,4,1,0,0,39,38
5259,3910,35,4,937,14,14,2,9,0,4,1,104,0,44,38
10624,7936,11,2,3219,9,12,4,3,1,4,1,0,0,49,38
15882,11450,45,5,6580,12,13,5,9,4,4,0,0,0,23,38
13774,10281,25,0,8116,12,13,2,9,0,4,1,0,0,39,38
12059,8999,11,2,7760,9,12,4,0,1,4,1,0,0,44,38
3725,2789,36,2,371,15,9,0,0,1,4,0,0,0,33,38
1327,998,34,5,1189,8,10,0,9,4,4,0,0,0,39,38
5064,3769,8,2,4305,6,4,4,13,2,4,1,0,0,39,38
9088,6793,22,2,1192,15,9,3,0,4,0,0,0,0,39,38
2170,1644,36,1,469,6,4,2,3,0,4,1,0,0,39,38
10864,8111,27,2,6778,11,8,2,12,0,4,1,0,0,44,38
2706,2024,17,2,5023,1,6,2,13,0,4,1,0,0,49,38
14089,10522,12,2,2707,11,8,0,11,4,4,0,0,0,31,38
13711,10233,13,3,1010,15,9,2,11,0,4,1,0,0,49,38
9852,7365,15,1,7319,9,12,4,9,1,4,0,0,0,49,38
9719,7271,12,2,4705,11,8,2,13,0,4,1,0,0,39,38
12544,9367,17,2,7724,9,12,4,0,1,4,0,0,0,39,38
13823,10321,36,1,6449,5,3,2,13,0,4,1,0,0,37,38
4709,3499,36,2,228,11,8,0,9,1,4,1,0,0,39,38
16788,11612,7,5,123,15,9,2,7,0,1,1,0,0,23,38
2681,2007,19,4,8498,9,12,2,4,0,4,1,0,0,49,38
8753,6552,43,2,1305,11,8,2,5,0,4,1,0,0,39,38
3317,2488,25,1,5360,12,13,4,9,4,4,0,0,0,39,38
7276,5422,22,4,5207,11,8,2,4,0,4,1,0,0,39,38
12386,9245,30,2,6977,11,8,4,3,3,4,0,0,0,49,4
12937,9649,11,2,7749,11,8,2,11,0,4,1,0,21,59,38
5440,4053,10,2,9192,11,8,4,0,1,2,0,0,0,39,38
10389,7750,17,2,4750,9,12,4,9,1,4,0,0,0,44,38
11692,8728,54,5,81,14,14,2,7,0,4,1,0,0,27,38
9042,6760,31,4,5684,15,9,2,13,0,4,1,0,0,39,38
5654,4213,29,2,7865,12,13,2,9,0,2,1,0,0,34,38
1956,1476,20,2,1588,15,9,4,3,4,2,0,0,0,39,38
3584,2693,3,2,5398,11,8,4,10,3,4,1,0,0,39,38
1448,1088,33,2,3253,9,12,4,3,1,4,1,0,0,39,38
11886,8872,35,2,2405,9,12,4,9,1,4,1,0,0,37,38
1495,1121,11,3,6223,1,6,2,2,0,4,1,0,0,49,38
9628,7201,19,2,7992,7,11,5,7,4,2,0,0,0,31,38
16599,11579,4,2,9187,15,9,4,7,1,4,0,0,0,19,38
1286,971,38,4,3168,0,5,2,11,0,4,1,83,0,49,38
16529,11564,28,2,2798,7,11,0,12,4,4,0,0,0,39,38
2302,1739,36,2,7344,11,8,2,2,0,4,1,0,0,39,7
10752,8033,13,2,1450,11,8,4,5,4,4,1,0,0,54,38
387,286,21,5,2194,9,12,2,10,0,4,1,0,0,59,38
2444,1842,20,4,2500,11,8,2,2,0,4,1,0,0,39,38
4332,3235,26,2,1467,11,8,0,6,1,2,0,0,0,39,38
4612,3427,35,2,8927,15,9,0,3,1,4,0,0,0,49,38
6663,4973,4,2,6895,11,8,4,0,3,4,1,0,0,39,38
11030,8233,47,2,874,11,8,2,4,0,4,1,0,0,24,9
10101,7541,21,2,1373,9,12,2,3,0,4,1,83,0,54,38
15097,11284,14,1,2745,0,5,4,13,2,4,1,0,31,39,38
11416,8513,22,2,5354,11,8,4,11,1,4,0,0,0,39,30
4365,3258,51,2,3908,0,5,2,11,0,4,1,0,0,15,38
8153,6090,20,2,2715,15,9,2,3,0,4,1,0,0,56,38
5817,4332,3,0,6696,15,9,4,12,3,4,0,0,0,23,38
3824,2865,8,4,7491,15,9,2,2,0,4,1,43,0,49,38
8415,6291,0,2,5707,1,6,4,11,3,4,0,0,0,14,38
4168,3112,22,2,139,11,8,0,7,1,4,1,0,0,39,38
3896,2918,10,4,7505,11,8,2,7,0,2,1,0,0,59,38
1301,980,25,0,9549,11,8,4,0,4,4,0,0,0,39,38
16977,11646,21,2,8489,12,13,2,9,0,1,1,0,0,39,38
10443,7793,25,5,2397,10,15,0,9,1,4,0,86,0,59,38
4558,3384,21,3,5775,15,9,2,3,5,4,0,0,0,44,38
12819,9566,35,2,4252,15,9,4,3,1,4,0,0,0,49,38
9642,7214,11,2,32,11,8,4,3,1,4,1,0,0,39,38
13967,10432,23,1,1774,11,8,4,10,1,4,1,0,0,41,38
12130,9054,28,2,4883,9,12,2,3,0,4,1,83,0,49,38
6214,4642,5,2,7796,11,8,4,4,1,4,1,0,0,49,38
6237,4662,28,2,5389,11,8,4,0,3,2,0,0,0,39,38
8332,6223,13,0,8478,15,9,4,2,1,4,1,0,0,39,38
3320,2491,25,2,3203,8,10,4,0,1,4,0,0,0,39,38
2502,1882,6,2,4219,15,9,4,11,3,1,1,0,0,24,38
7751,5776,27,2,1334,11,8,2,0,0,4,1,0,0,44,38
8810,6592,19,2,2024,11,8,6,7,4,4,0,0,0,23,38
6607,4934,29,2,5952,14,14,2,9,0,4,1,0,0,39,38
1746,1310,33,2,5345,4,2,2,5,0,4,1,0,0,39,25
12098,9027,28,2,879,11,8,0,0,4,4,0,0,0,37,38
5297,3940,12,2,2926,9,12,4,9,1,4,1,86,0,44,38
2074,1568,46,2,2910,11,8,2,7,0,4,1,33,0,19,38
7696,5731,11,2,6180,6,4,4,6,4,3,1,0,0,39,25
2203,1667,15,2,103,9,12,2,0,0,4,1,0,0,43,38
1522,1143,2,2,7757,4,2,4,7,1,4,1,0,0,49,12
10204,7613,28,2,2184,15,9,0,7,4,2,0,0,0,39,38
5652,4211,24,2,4331,15,9,2,2,0,4,1,0,0,39,38
2869,2142,20,2,7887,15,9,4,12,3,2,0,0,0,39,38
4414,3284,19,2,8801,0,5,2,7,5,4,0,0,0,23,38
4051,3029,4,2,6331,1,6,3,5,3,4,1,0,32,39,5
14618,10921,43,4,5458,15,9,2,4,0,4,1,0,0,14,38
14472,10806,29,4,7786,9,12,0,7,4,1,0,0,0,59,34
5884,4385,37,5,572,11,8,5,3,4,4,0,0,0,37,38
4527,3363,36,2,1846,9,12,2,5,0,4,1,0,0,54,38
7355,5485,10,2,9219,6,4,4,2,2,4,1,0,0,39,25
2668,1997,23,2,7510,7,11,5,12,4,4,0,12,0,31,38
15858,11445,27,3,5553,11,8,2,13,0,4,1,0,0,59,38
16292,11526,14,4,3298,9,12,2,3,0,4,1,0,0,59,38
6314,4714,24,2,3562,9,12,2,9,0,4,1,0,0,49,38
3179,2384,30,2,1958,11,8,4,7,1,4,0,0,0,39,38
13131,9793,26,2,449,12,13,0,3,4,4,1,0,0,49,38
7994,5969,38,4,87,11,8,2,4,0,4,1,0,0,59,38
2393,1806,18,4,5383,15,9,2,11,0,4,1,0,0,49,38
13514,10075,11,2,7238,11,8,4,7,1,4,1,0,0,39,38
11545,8616,13,2,1152,11,8,4,13,1,4,1,0,0,44,38
14528,10848,25,3,1595,15,9,2,3,0,1,1,0,0,59,35
12611,9419,17,2,1791,11,8,2,11,0,4,1,0,0,64,38
12898,9630,11,2,6017,11,8,5,10,2,4,1,0,0,39,38
431,320,13,2,5271,15,9,0,9,1,4,0,79,0,39,8
15256,11335,22,3,2349,9,12,2,11,0,1,1,83,0,39,38
4205,3138,8,0,9223,11,8,4,0,2,4,0,0,0,39,38
263,186,37,2,8564,15,9,0,2,1,4,1,0,0,39,38
6882,5138,16,2,1325,11,8,4,4,1,4,1,0,0,19,38
5136,3821,32,1,7767,9,12,2,9,0,4,1,0,0,59,38
9677,7242,13,2,6541,11,8,2,2,0,4,1,0,35,49,38
6556,4892,27,2,3871,9,12,2,11,0,4,1,0,0,59,38
8729,6531,6,2,3162,9,12,4,7,3,2,0,0,0,29,38
12357,9219,32,2,7352,15,9,2,13,0,4,1,0,0,39,38
3460,2594,6,2,2263,11,8,4,12,3,4,1,0,0,49,38
587,439,10,2,6305,12,13,4,3,3,4,0,0,0,39,38
9970,7454,11,2,791,15,9,4,2,1,2,1,0,0,39,38
13628,10167,49,2,8834,15,9,2,11,0,4,1,0,0,27,38
12498,9330,12,2,2909,2,7,2,13,0,4,1,0,0,39,38
16038,11475,22,2,2173,15,9,2,11,0,4,1,0,0,25,38
11285,8416,27,2,1296,14,14,0,9,1,4,0,28,0,87,38
12322,9196,18,4,9410,11,8,2,2,5,2,0,0,0,39,38
8323,6217,1,2,8563,0,5,4,7,3,4,0,0,0,19,38
11546,8617,23,2,2975,7,11,0,0,4,4,0,0,0,39,38
4022,3008,33,5,60,15,9,2,0,0,4,1,0,0,39,38
2484,1871,16,2,5371,7,11,2,2,0,4,1,0,38,49,38
10484,7828,27,2,6277,15,9,2,3,0,4,1,0,0,49,38
1549,1164,16,2,7654,6,4,4,11,4,4,0,0,0,39,38
2443,1841,15,2,7849,9,12,0,11,1,4,1,0,0,44,38
3796,2845,27,2,2028,0,5,5,6,4,2,0,0,0,39,38
2996,2241,23,4,7969,14,14,2,9,0,0,1,0,40,59,38
7083,5282,26,2,921,15,9,2,2,0,4,1,0,0,59,38
5695,4241,16,2,1687,15,9,0,2,4,4,1,0,0,49,38
1984,1499,22,2,5178,15,9,4,2,1,4,1,0,0,39,38
4688,3485,34,2,2966,11,8,5,5,4,4,0,0,0,39,38
12606,9415,21,2,9476,11,8,2,5,0,4,1,0,0,39,38
13477,10052,19,4,9232,14,14,2,9,0,4,1,0,0,59,38
10963,8185,4,2,1147,15,9,2,11,5,0,0,0,0,39,38
2245,1696,25,0,1455,11,8,0,0,1,4,0,0,0,39,38
11496,8577,44,2,4940,1,6,2,13,0,4,1,0,0,39,38
2569,1931,14,2,4414,11,8,4,7,3,4,1,0,0,34,38
355,261,46,5,5524,10,15,2,3,0,4,1,0,38,49,38
8276,6185,3,2,2793,15,9,4,0,3,4,0,0,0,19,38
15291,11346,12,2,3275,9,12,2,5,0,2,1,60,0,74,38
15224,11323,38,2,1640,12,13,2,9,0,4,1,96,0,49,38
13854,10345,34,2,1597,15,9,2,2,0,4,1,0,0,39,38
1677,1260,11,5,6230,11,8,2,10,0,4,1,0,0,39,38
14592,10901,19,2,2715,12,13,2,9,0,4,1,0,40,49,38
12629,9431,16,5,4453,15,9,5,12,1,4,1,0,0,11,38
